"","report_date","trans_date","Ticker","Representative","Transaction","Amount","House","Range","report_lag","overdue","DNR","first_name","last_name","party"
"4389",2019-10-21,2019-10-18,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",3,0,0,"Jim","Langevin","D"
"4390",2019-10-21,2019-10-18,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",3,0,0,"Jim","Langevin","D"
"4391",2019-10-21,2019-10-15,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",6,0,0,"Jim","Langevin","D"
"4392",2019-10-21,2019-10-08,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",13,0,0,"Jim","Langevin","D"
"4393",2019-10-09,2019-09-17,"HUYA","Jim Langevin","Sale",50001,"Representatives","$50,001-$100,000",22,0,0,"Jim","Langevin","D"
"4394",2019-09-26,2019-09-06,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",20,0,0,"Jim","Langevin","D"
"4395",2020-10-30,2019-08-30,"HUYA","Jim Langevin","Sale",100001,"Representatives","$100,001-250,000",427,382,0,"Jim","Langevin","D"
"4396",2019-08-21,2019-08-19,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",2,0,0,"Jim","Langevin","D"
"4397",2019-08-21,2019-08-01,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",20,0,0,"Jim","Langevin","D"
"4398",2019-08-13,2019-07-12,"HUYA","Jim Langevin","Purchase",50001,"Representatives","$50,001-$100,000",32,0,0,"Jim","Langevin","D"
"4399",2019-07-03,2019-06-27,"HUYA","Jim Langevin","Purchase",50001,"Representatives","$50,001-$100,000",6,0,0,"Jim","Langevin","D"
"4400",2019-07-03,2019-06-27,"HUYA","Jim Langevin","Sale",50001,"Representatives","$50,001-$100,000",6,0,0,"Jim","Langevin","D"
"4401",2019-07-03,2019-06-17,"HUYA","Jim Langevin","Sale",100001,"Representatives","$100,001-250,000",16,0,0,"Jim","Langevin","D"
"4402",2019-05-10,2019-05-08,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",2,0,0,"Jim","Langevin","D"
"4403",2020-10-30,2019-05-06,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",543,498,0,"Jim","Langevin","D"
"4404",2020-10-30,2019-04-20,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",559,514,0,"Jim","Langevin","D"
"4405",2019-04-19,2019-04-09,"HUYA","Jim Langevin","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Jim","Langevin","D"
"4406",2019-04-19,2019-04-09,"HUYA","Jim Langevin","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Jim","Langevin","D"
"4407",2019-04-19,2019-04-09,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",10,0,0,"Jim","Langevin","D"
"4408",2019-04-19,2019-04-09,"HUYA","Jim Langevin","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Jim","Langevin","D"
"4409",2019-04-19,2019-04-09,"HUYA","Jim Langevin","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Jim","Langevin","D"
"4410",2019-01-24,2019-01-23,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",1,0,0,"Jim","Langevin","D"
"4411",2019-01-24,2019-01-23,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",1,0,0,"Jim","Langevin","D"
"4412",2019-01-24,2018-12-31,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",24,0,0,"Jim","Langevin","D"
"4413",2019-01-24,2018-12-26,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",29,0,0,"Jim","Langevin","D"
"4414",2019-03-29,2018-11-05,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",144,99,0,"Jim","Langevin","D"
"4415",2018-08-17,2018-08-17,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",0,0,0,"Jim","Langevin","D"
"4416",2018-09-12,2018-08-15,"HUYA","Jim Langevin","Sale",15001,"Representatives","$15,001-$50,000",28,0,0,"Jim","Langevin","D"
"4417",2018-08-17,2018-07-17,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",31,0,0,"Jim","Langevin","D"
"4418",2018-08-17,2018-07-17,"HUYA","Jim Langevin","Purchase",50001,"Representatives","$50,001-$100,000",31,0,0,"Jim","Langevin","D"
"4419",2018-08-17,2018-07-17,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",31,0,0,"Jim","Langevin","D"
"4420",2018-06-22,2018-06-21,"HUYA","Jim Langevin","Purchase",15001,"Representatives","$15,001-$50,000",1,0,0,"Jim","Langevin","D"
"4421",2018-06-20,2018-06-19,"HUYA","Jim Langevin","Purchase",50001,"Representatives","$50,001-$100,000",1,0,0,"Jim","Langevin","D"
"4422",2020-09-11,2020-08-10,"HWM","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",32,0,0,"Dean","Phillips","D"
"4423",2021-05-28,2021-04-09,"HXL","Sara Jacobs","Sale",15001,"Representatives","$15,001-$50,000",49,4,0,"Sara","Jacobs","D"
"4424",2021-03-26,2021-02-25,"HXL","Lois Frankel","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Lois","Frankel","D"
"4425",2020-12-28,2020-12-03,"HXL","Lois Frankel","Purchase",1001,"Representatives","$1,001-$15,000",25,0,0,"Lois","Frankel","D"
"4426",2020-11-24,2020-10-29,"HXL","Lois Frankel","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Lois","Frankel","D"
"4427",2020-11-24,2020-10-27,"HXL","Lois Frankel","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Lois","Frankel","D"
"4428",2020-10-07,2020-08-05,"HXL","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",63,18,0,"Susie","Lee","D"
"4429",2020-06-28,2020-06-09,"HXL","Lois Frankel","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Lois","Frankel","D"
"4430",2020-07-10,2020-06-05,"HXL","Susie Lee","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Susie","Lee","D"
"4431",2020-06-15,2020-04-06,"HXL","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",70,25,0,"Susie","Lee","D"
"4432",2019-04-08,2019-03-14,"HXL","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",25,0,0,"Susie","Lee","D"
"4433",2018-12-31,2018-12-10,"HXL","Lois Frankel","Purchase",1001,"Representatives","$1,001-$15,000",21,0,0,"Lois","Frankel","D"
"4434",2019-05-09,2018-01-26,"HXL","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",468,423,0,"Shelley","Capito","R"
"4435",2018-02-10,2018-01-26,"HXL","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",15,0,0,"Shelley","Capito","R"
"4436",2019-05-09,2018-01-26,"HXL","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",468,423,0,"Shelley","Capito","R"
"4437",2017-10-06,2017-09-08,"HXL","Shelley Capito","Purchase",1001,"Senate","$1,001 - $15,000",28,0,0,"Shelley","Capito","R"
"4438",2020-02-22,2020-02-17,"HZN","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",5,0,0,"Donald","Beyer","D"
"4439",2019-09-30,2019-08-07,"IAA","Susie Lee","Sale",1001,"Representatives","$1,001-$15,000",54,9,0,"Susie","Lee","D"
"4440",2020-08-03,2020-07-28,"IAC","Greg Gianforte","Purchase",100001,"Representatives","$100,001-250,000",6,0,0,"Greg","Gianforte","R"
"4441",2020-11-05,2020-10-16,"IART","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",20,0,0,"Josh","Gottheimer","D"
"4442",2020-10-13,2020-09-15,"IART","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Josh","Gottheimer","D"
"4443",2020-04-16,2020-03-10,"IART","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"Gilbert","Cisneros","D"
"4444",2020-03-10,2020-02-10,"IART","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Gilbert","Cisneros","D"
"4445",2020-03-16,2020-02-03,"IART","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",42,0,0,"Josh","Gottheimer","D"
"4446",2020-06-09,2020-05-08,"IBKR","Nancy Pelosi","Sale",100001,"Representatives","$100,001-250,000",32,0,0,"Nancy","Pelosi","D"
"4447",2019-12-21,2019-01-11,"IBKR","Tom MacArthur","Purchase",1001,"Representatives","$1,001-$15,000",344,299,0,"Tom","MacArthur","R"
"4448",2019-01-11,2018-12-20,"IBKR","Tom MacArthur","Purchase",1001,"Representatives","$1,001-$15,000",22,0,0,"Tom","MacArthur","R"
"4449",2019-01-11,2018-12-19,"IBKR","Tom MacArthur","Purchase",1001,"Representatives","$1,001-$15,000",23,0,0,"Tom","MacArthur","R"
"4450",2019-01-11,2018-12-18,"IBKR","Tom MacArthur","Purchase",1001,"Representatives","$1,001-$15,000",24,0,0,"Tom","MacArthur","R"
"4451",2022-01-10,2021-12-10,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Lloyd","Doggett","D"
"4452",2021-12-17,2021-11-26,"IBM","Peter Welch","Sale",1001,"Representatives","$1,001-$15,000",21,0,0,"Peter","Welch","D"
"4453",2021-11-18,2021-10-28,"IBM","Kim Schrier","Sale",1001,"Representatives","$1,001-$15,000",21,0,0,"Kim","Schrier","D"
"4454",2021-10-07,2021-09-13,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",24,0,0,"Lloyd","Doggett","D"
"4455",2021-07-06,2021-06-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",25,0,0,"Lloyd","Doggett","D"
"4456",2021-04-15,2021-03-29,"IBM","Marie Newman","Sale",1001,"Representatives","$1,001-$15,000",17,0,0,"Marie","Newman","D"
"4457",2021-04-07,2021-03-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Lloyd","Doggett","D"
"4458",2021-04-15,2021-03-05,"IBM","Marie Newman","Sale",1001,"Representatives","$1,001-$15,000",41,0,0,"Marie","Newman","D"
"4459",2021-02-22,2021-02-13,"IBM","Marie Newman","Purchase",1001,"Representatives","$1,001-$15,000",9,0,0,"Marie","Newman","D"
"4460",2021-03-16,2021-02-16,"IBM","Peter Meijer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Peter","Meijer","R"
"4461",2021-02-18,2021-02-08,"IBM","Bob Gibbs","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Bob","Gibbs","R"
"4462",2021-04-15,2021-02-05,"IBM","Marie Newman","Purchase",1001,"Representatives","$1,001-$15,000",69,24,0,"Marie","Newman","D"
"4463",2021-04-15,2021-02-04,"IBM","Marie Newman","Sale",1001,"Representatives","$1,001-$15,000",70,25,0,"Marie","Newman","D"
"4464",2021-02-13,2021-01-21,"IBM","Marie Newman","Purchase",1001,"Representatives","$1,001-$15,000",23,0,0,"Marie","Newman","D"
"4465",2021-02-17,2021-01-04,"IBM","Chris Jacobs","Sale",1001,"Representatives","$1,001-$15,000",44,0,0,"Chris","Jacobs","R"
"4466",2021-01-06,2020-12-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Lloyd","Doggett","D"
"4467",2020-12-03,2020-10-29,"IBM","Dwight Evans","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Dwight","Evans","D"
"4468",2020-10-14,2020-09-16,"IBM","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Gilbert","Cisneros","D"
"4469",2020-10-16,2020-09-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Lloyd","Doggett","D"
"4470",2020-07-06,2020-06-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",25,0,0,"Lloyd","Doggett","D"
"4471",2020-05-13,2020-04-29,"IBM","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",14,0,0,"Gilbert","Cisneros","D"
"4472",2020-05-13,2020-04-29,"IBM","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",14,0,0,"Gilbert","Cisneros","D"
"4473",2020-05-07,2020-04-02,"IBM","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",35,0,0,"Dean","Phillips","D"
"4474",2020-05-07,2020-04-02,"IBM","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",35,0,0,"Dean","Phillips","D"
"4475",2020-04-22,2020-03-26,"IBM","Steve Cohen","Sale",1001,"Representatives","$1,001-$15,000",27,0,0,"Steve","Cohen","D"
"4476",2020-04-16,2020-03-18,"IBM","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",29,0,0,"Gilbert","Cisneros","D"
"4477",2020-04-09,2020-03-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Lloyd","Doggett","D"
"4478",2020-04-05,2020-02-20,"IBM","Mikie Sherrill","Sale",1001,"Representatives","$1,001-$15,000",45,0,0,"Mikie","Sherrill","D"
"4479",2020-02-19,2020-02-04,"IBM","Mikie Sherrill","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"Mikie","Sherrill","D"
"4480",2020-01-10,2019-12-10,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",31,0,0,"Lloyd","Doggett","D"
"4481",2019-12-11,2019-11-22,"IBM","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Dean","Phillips","D"
"4482",2019-11-10,2019-10-02,"IBM","Bill Flores","Purchase",1001,"Representatives","$1,001-$15,000",39,0,0,"Bill","Flores","R"
"4483",2019-10-07,2019-09-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Lloyd","Doggett","D"
"4484",2019-09-12,2019-08-29,"IBM","Steve Cohen","Sale",15001,"Representatives","$15,001-$50,000",14,0,0,"Steve","Cohen","D"
"4485",2019-07-03,2019-06-24,"IBM","Steve Cohen","Sale",1001,"Representatives","$1,001-$15,000",9,0,0,"Steve","Cohen","D"
"4486",2019-07-05,2019-06-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",24,0,0,"Lloyd","Doggett","D"
"4487",2019-04-04,2019-03-22,"IBM","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",13,0,0,"Bill","Flores","R"
"4488",2019-04-03,2019-03-12,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",22,0,0,"Lloyd","Doggett","D"
"4489",2019-03-21,2019-02-04,"IBM","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",45,0,0,"Dean","Phillips","D"
"4490",2021-09-23,2019-01-24,"IBM","Thomas Suozzi","Sale",1001,"Representatives","$1,001-$15,000",973,928,0,"Thomas","Suozzi","D"
"4491",2019-02-18,2019-01-04,"IBM","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",45,0,0,"Dean","Phillips","D"
"4492",2019-01-23,2018-12-21,"IBM","Greg Gianforte","Purchase",100001,"Representatives","$100,001-250,000",33,0,0,"Greg","Gianforte","R"
"4493",2019-01-07,2018-12-11,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Lloyd","Doggett","D"
"4494",2018-12-17,2018-12-10,"IBM","Frank LoBiondo","Sale",1001,"Representatives","$1,001-$15,000",7,0,0,"Frank","LoBiondo","R"
"4495",2018-12-11,2018-11-19,"IBM","Greg Gianforte","Sale",250001,"Representatives","$250,001-$1,000,000",22,0,0,"Greg","Gianforte","R"
"4496",2018-11-12,2018-10-26,"IBM","K. Conaway","Sale",1001,"Representatives","$1,001-$15,000",17,0,0,"K.","Conaway","R"
"4497",2018-11-12,2018-10-25,"IBM","K. Conaway","Sale",1001,"Representatives","$1,001-$15,000",18,0,0,"K.","Conaway","R"
"4498",2018-10-18,2018-10-10,"IBM","Judy Chu","Sale",50001,"Representatives","$50,001-$100,000",8,0,0,"Judy","Chu","D"
"4499",2018-10-05,2018-09-05,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",30,0,0,"Lloyd","Doggett","D"
"4500",2018-07-05,2018-06-12,"IBM","Lloyd Doggett","Purchase",1001,"Representatives","$1,001-$15,000",23,0,0,"Lloyd","Doggett","D"
"4501",2021-09-23,2017-08-17,"IBM","Thomas Suozzi","Purchase",1001,"Representatives","$1,001-$15,000",1498,1453,0,"Thomas","Suozzi","D"
"4502",2022-02-14,2022-01-12,"IBM","Tommy Tuberville","Purchase",1001,"Senate","$1,001 - $15,000",33,0,0,"Tommy","Tuberville","R"
"4503",2022-01-08,2022-01-03,"IBM","Gary Peters","Purchase",1001,"Senate","$1,001 - $15,000",5,0,0,"Gary","Peters","D"
"4504",2021-08-11,2021-07-26,"IBM","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",16,0,0,"Shelley","Capito","R"
"4505",2020-09-18,2020-08-19,"IBM","Bill Cassidy","Sale",1001,"Senate","$1,001 - $15,000",30,0,0,"Bill","Cassidy","R"
"4506",2020-09-18,2020-08-19,"IBM","Bill Cassidy","Sale",1001,"Senate","$1,001 - $15,000",30,0,0,"Bill","Cassidy","R"
"4507",2020-01-08,2019-12-19,"IBM","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",20,0,0,"Sheldon","Whitehouse","D"
"4508",2019-10-24,2019-10-21,"IBM","John Hoeven","Purchase",50001,"Senate","$50,001 - $100,000",3,0,0,"John","Hoeven","R"
"4509",2019-04-09,2019-03-21,"IBM","David Perdue","Sale",15001,"Senate","$15,001 - $50,000",19,0,0,"David","Perdue","R"
"4510",2018-12-08,2018-11-29,"IBM","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",9,0,0,"Shelley","Capito","R"
"4511",2018-12-21,2018-11-19,"IBM","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",32,0,0,"Sheldon","Whitehouse","D"
"4512",2018-12-21,2018-11-19,"IBM","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",32,0,0,"Sheldon","Whitehouse","D"
"4513",2018-06-07,2018-05-24,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",14,0,0,"Sheldon","Whitehouse","D"
"4514",2019-05-09,2018-04-24,"IBM","Shelley Capito","Purchase",1001,"Senate","$1,001 - $15,000",380,335,0,"Shelley","Capito","R"
"4515",2018-05-15,2018-04-23,"IBM","Bill Cassidy","Purchase",1001,"Senate","$1,001 - $15,000",22,0,0,"Bill","Cassidy","R"
"4516",2018-05-09,2018-04-18,"IBM","John Hoeven","Purchase",50001,"Senate","$50,001 - $100,000",21,0,0,"John","Hoeven","R"
"4517",2019-05-09,2018-01-04,"IBM","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",490,445,0,"Shelley","Capito","R"
"4518",2018-02-10,2018-01-04,"IBM","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",37,0,0,"Shelley","Capito","R"
"4519",2019-05-09,2018-01-04,"IBM","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",490,445,0,"Shelley","Capito","R"
"4520",2017-12-11,2017-11-27,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",14,0,0,"Sheldon","Whitehouse","D"
"4521",2017-12-12,2017-11-17,"IBM","Bill Cassidy","Purchase",1001,"Senate","$1,001 - $15,000",25,0,0,"Bill","Cassidy","R"
"4522",2017-09-27,2017-09-21,"IBM","John Hoeven","Sale",15001,"Senate","$15,001 - $50,000",6,0,0,"John","Hoeven","R"
"4523",2017-06-08,2017-05-24,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",15,0,0,"Sheldon","Whitehouse","D"
"4524",2017-05-03,2017-04-24,"IBM","John Hoeven","Purchase",50001,"Senate","$50,001 - $100,000",9,0,0,"John","Hoeven","R"
"4525",2017-05-10,2017-04-05,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",35,0,0,"Sheldon","Whitehouse","D"
"4526",2016-12-22,2016-12-22,"IBM","John Hoeven","Sale",100001,"Senate","$100,001 - $250,000",0,0,0,"John","Hoeven","R"
"4527",2016-11-07,2016-10-26,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",12,0,0,"Sheldon","Whitehouse","D"
"4528",2016-11-07,2016-10-26,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",12,0,0,"Sheldon","Whitehouse","D"
"4529",2016-06-16,2016-06-07,"IBM","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",9,0,0,"Sheldon","Whitehouse","D"
"4530",2016-06-16,2016-06-07,"IBM","Sheldon Whitehouse","Purchase",15001,"Senate","$15,001 - $50,000",9,0,0,"Sheldon","Whitehouse","D"
"4531",2021-03-16,2021-02-17,"IBN","Peter Meijer","Sale",15001,"Representatives","$15,001-$50,000",27,0,0,"Peter","Meijer","R"
"4532",2020-08-18,2020-08-04,"IBN","Greg Gianforte","Sale",15001,"Representatives","$15,001-$50,000",14,0,0,"Greg","Gianforte","R"
"4533",2020-02-14,2020-01-13,"IBN","Greg Gianforte","Purchase",15001,"Representatives","$15,001-$50,000",32,0,0,"Greg","Gianforte","R"
"4534",2020-02-05,2020-01-03,"IBN","Greg Gianforte","Sale",15001,"Representatives","$15,001-$50,000",33,0,0,"Greg","Gianforte","R"
"4535",2020-04-27,2019-06-24,"IBN","Donna Shalala","Sale",1001,"Representatives","$1,001-$15,000",308,263,0,"Donna","Shalala","D"
"4536",2019-03-08,2019-03-04,"IBP","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",4,0,0,"Gilbert","Cisneros","D"
"4537",2019-03-28,2019-02-28,"IBP","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Josh","Gottheimer","D"
"4538",2019-01-31,2019-01-11,"IBP","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",20,0,0,"Josh","Gottheimer","D"
"4539",2018-08-13,2017-11-22,"IBP","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",264,219,0,"Josh","Gottheimer","D"
"4540",2021-11-08,2021-10-21,"ICE","Alan Lowenthal","Sale",1001,"Representatives","$1,001-$15,000",18,0,0,"Alan","Lowenthal","D"
"4541",2021-07-06,2021-06-22,"ICE","John Curtis","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"John","Curtis","R"
"4542",2021-08-03,2021-03-31,"ICE","August Pfluger","Purchase",1001,"Representatives","$1,001-$15,000",125,80,0,"August","Pfluger","R"
"4543",2021-08-03,2021-03-31,"ICE","August Pfluger","Purchase",1001,"Representatives","$1,001-$15,000",125,80,0,"August","Pfluger","R"
"4544",2021-04-27,2021-03-17,"ICE","Bill Keating","Purchase",1001,"Representatives","$1,001-$15,000",41,0,0,"Bill","Keating","D"
"4545",2021-02-19,2021-01-11,"ICE","John Yarmuth","Sale",1001,"Representatives","$1,001-$15,000",39,0,0,"John","Yarmuth","D"
"4546",2020-11-15,2020-09-17,"ICE","John Yarmuth","Purchase",1001,"Representatives","$1,001-$15,000",59,14,0,"John","Yarmuth","D"
"4547",2020-09-10,2020-08-05,"ICE","Earl Blumenauer","Purchase",1001,"Representatives","$1,001-$15,000",36,0,0,"Earl","Blumenauer","D"
"4548",2020-09-10,2020-08-04,"ICE","Earl Blumenauer","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"Earl","Blumenauer","D"
"4549",2020-08-15,2020-07-27,"ICE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Kevin","Hern","R"
"4550",2020-08-15,2020-07-22,"ICE","Kevin Hern","Sale",1001,"Representatives","$1,001-$15,000",24,0,0,"Kevin","Hern","R"
"4551",2020-04-09,2020-03-27,"ICE","John Curtis","Purchase",1001,"Representatives","$1,001-$15,000",13,0,0,"John","Curtis","R"
"4552",2020-03-17,2020-02-14,"ICE","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",32,0,0,"Kevin","Hern","R"
"4553",2020-01-13,2020-01-02,"ICE","Alan Lowenthal","Sale",1001,"Representatives","$1,001-$15,000",11,0,0,"Alan","Lowenthal","D"
"4554",2020-01-13,2020-01-02,"ICE","Alan Lowenthal","Sale",555.7,"Representatives","$555.70",11,0,0,"Alan","Lowenthal","D"
"4555",2020-01-06,2019-12-16,"ICE","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",21,0,0,"Josh","Gottheimer","D"
"4556",2019-12-09,2019-11-05,"ICE","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Josh","Gottheimer","D"
"4557",2019-04-28,2019-04-15,"ICE","Alan Lowenthal","Purchase",1001,"Representatives","$1,001-$15,000",13,0,0,"Alan","Lowenthal","D"
"4558",2018-12-13,2018-11-14,"ICE","Lamar Smith","Sale",1001,"Representatives","$1,001-$15,000",29,0,0,"Lamar","Smith","R"
"4559",2018-09-25,2018-08-28,"ICE","Carlos Curbelo","Purchase",1001,"Representatives","$1,001-$15,000",28,0,0,"Carlos","Curbelo","R"
"4560",2020-10-16,2020-09-23,"ICE","Kelly Loeffler","Sale",1000001,"Senate","$1,000,001 - $5,000,000",23,0,0,"Kelly","Loeffler","R"
"4561",2020-10-16,2020-09-23,"ICE","Kelly Loeffler","Purchase",250001,"Senate","$250,001 - $500,000",23,0,0,"Kelly","Loeffler","R"
"4562",2020-08-21,2020-07-22,"ICE","Kelly Loeffler","Sale",5000001,"Senate","$5,000,001 - $25,000,000",30,0,0,"Kelly","Loeffler","R"
"4563",2020-05-22,2020-05-20,"ICE","Kelly Loeffler","Purchase",1000001,"Senate","$1,000,001 - $5,000,000",2,0,0,"Kelly","Loeffler","R"
"4564",2020-05-22,2020-05-20,"ICE","Kelly Loeffler","Sale",5000001,"Senate","$5,000,001 - $25,000,000",2,0,0,"Kelly","Loeffler","R"
"4565",2020-05-22,2020-05-20,"ICE","Kelly Loeffler","Sale",1000001,"Senate","$1,000,001 - $5,000,000",2,0,0,"Kelly","Loeffler","R"
"4566",2020-03-31,2020-03-11,"ICE","Kelly Loeffler","Sale",5000001,"Senate","$5,000,001 - $25,000,000",20,0,0,"Kelly","Loeffler","R"
"4567",2020-03-31,2020-03-11,"ICE","Kelly Loeffler","Sale",5000001,"Senate","$5,000,001 - $25,000,000",20,0,0,"Kelly","Loeffler","R"
"4568",2020-03-31,2020-02-26,"ICE","Kelly Loeffler","Purchase",1000001,"Senate","$1,000,001 - $5,000,000",34,0,0,"Kelly","Loeffler","R"
"4569",2020-03-31,2020-02-26,"ICE","Kelly Loeffler","Sale",1000001,"Senate","$1,000,001 - $5,000,000",34,0,0,"Kelly","Loeffler","R"
"4570",2020-03-31,2020-02-18,"ICE","Kelly Loeffler","Purchase",5000001,"Senate","$5,000,001 - $25,000,000",42,0,0,"Kelly","Loeffler","R"
"4571",2019-04-17,2019-03-11,"ICE","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",37,0,0,"Shelley","Capito","R"
"4572",2018-03-08,2018-02-27,"ICE","Shelley Capito","Purchase",1001,"Senate","$1,001 - $15,000",9,0,0,"Shelley","Capito","R"
